id_transacao,data_hora,id_estabelecimento,bandeira_cartao,modalidade,valor,status,id_cliente,sexo,faixa_etaria,renda_estimada,nome_fantasia,categoria,cidade,estado,mes_transacao,valor_acumulado_cliente,valor_acumulado_estabelecimento
trx_143,2024-10-03 16:00:00,estab_43,Hipercard,débito,900.0,aprovada,cli_104,Masculino,46-60,10k+,Silva S/A,mercado,Cavalcanti dos Dourados,MS,10,900.0,4503.01
trx_144,2024-08-15 20:00:00,estab_46,Hipercard,crédito,789.02,aprovada,cli_226,Feminino,26-35,2k-5k,Caldeira,mercado,Pimenta dos Dourados,BA,8,789.02,1426.32
trx_145,2024-02-08 08:00:00,estab_24,Mastercard,crédito,1079.93,aprovada,cli_438,Masculino,18-25,5k-10k,da Cruz Mendes - ME,restaurante,Porto de da Cunha,TO,2,1079.93,1849.13
trx_146,2024-11-11 04:00:00,estab_49,Visa,débito,65.38,aprovada,cli_376,Feminino,46-60,5k-10k,Barbosa,vestuário,Ferreira da Serra,GO,11,65.38,482.06
trx_147,2024-12-27 20:00:00,estab_13,Elo,débito,847.46,aprovada,cli_430,Masculino,26-35,2k-5k,da Paz,mercado,Marques de Cirino,AP,12,2267.62,4277.6900000000005
trx_148,2024-12-20 06:00:00,estab_5,Hipercard,crédito,186.9,aprovada,cli_189,Feminino,46-60,2k-5k,Carvalho S.A.,mercado,Alves,AP,12,186.9,2411.34
trx_149,2024-05-15 01:00:00,estab_11,Elo,crédito,476.24,aprovada,cli_194,Feminino,18-25,5k-10k,Cirino Cirino e Filhos,farmácia,Câmara do Campo,BA,5,476.24,3505.29
trx_150,2024-01-23 17:00:00,estab_19,Hipercard,débito,994.13,recusada,cli_63,Feminino,46-60,2k-5k,Novais Leão S.A.,vestuário,Porto da Serra,AM,1,994.13,3718.63
trx_151,2024-06-30 02:00:00,estab_22,Mastercard,crédito,240.33,aprovada,cli_376,Feminino,46-60,5k-10k,Macedo da Cunha - EI,vestuário,Moraes,RR,6,305.71000000000004,3486.93
trx_152,2024-06-07 18:00:00,estab_29,Hipercard,crédito,466.72,aprovada,cli_170,Masculino,46-60,5k-10k,Pastor,vestuário,Melo de Gomes,PB,6,985.61,5771.11
trx_153,2024-10-27 06:00:00,estab_29,Mastercard,débito,1055.99,aprovada,cli_17,Feminino,36-45,2k-5k,Pastor,vestuário,Melo de Gomes,PB,10,1055.99,6827.1
trx_154,2024-03-25 16:00:00,estab_37,Elo,débito,977.95,aprovada,cli_258,Feminino,26-35,10k+,Aparecida,eletrodomésticos,Andrade de Pires,PB,3,977.95,2276.67
trx_155,2024-12-17 12:00:00,estab_29,Visa,crédito,141.1,aprovada,cli_314,Masculino,36-45,5k-10k,Pastor,vestuário,Melo de Gomes,PB,12,141.1,6968.2
trx_156,2024-01-12 07:00:00,estab_40,Mastercard,crédito,868.02,aprovada,cli_371,Masculino,36-45,5k-10k,Vieira,vestuário,Moraes das Pedras,PE,1,1062.19,6086.49
trx_157,2024-05-26 07:00:00,estab_29,Elo,débito,225.15,aprovada,cli_189,Feminino,46-60,2k-5k,Pastor,vestuário,Melo de Gomes,PB,5,412.05,7193.35
trx_158,2024-03-14 19:00:00,estab_35,Elo,crédito,382.15,recusada,cli_294,Feminino,60+,10k+,Rodrigues,eletrodomésticos,Cavalcanti de Cunha,TO,3,955.68,2746.47
trx_159,2024-06-30 17:00:00,estab_48,Hipercard,crédito,691.52,aprovada,cli_474,Feminino,18-25,5k-10k,Santos,mercado,Sousa,AP,6,691.52,3458.84
trx_160,2024-10-21 13:00:00,estab_33,Mastercard,débito,168.47,aprovada,cli_319,Feminino,18-25,2k-5k,Barros,restaurante,Rocha,GO,10,168.47,1554.07
trx_161,2024-02-08 08:00:00,estab_15,Elo,crédito,1490.5,aprovada,cli_456,Masculino,36-45,5k-10k,Montenegro,mercado,Ribeiro dos Dourados,PA,2,2896.71,4134.26
trx_162,2024-12-07 06:00:00,estab_23,Visa,crédito,252.23,aprovada,cli_252,Feminino,60+,10k+,Souza,restaurante,da Cruz,AM,12,252.23,3241.7
trx_163,2024-05-22 22:00:00,estab_13,Hipercard,crédito,1173.06,aprovada,cli_80,Feminino,26-35,5k-10k,da Paz,mercado,Marques de Cirino,AP,5,1173.06,5450.75
trx_164,2024-07-03 19:00:00,estab_25,Hipercard,crédito,1245.61,aprovada,cli_59,Masculino,46-60,10k+,Cirino Duarte Ltda.,farmácia,Costela de Araújo,RS,7,1245.61,4026.08
trx_165,2024-06-05 16:00:00,estab_7,Elo,débito,1491.72,aprovada,cli_104,Masculino,46-60,10k+,Rocha - EI,farmácia,Costa,RN,6,2391.7200000000003,3131.99
trx_166,2024-03-26 10:00:00,estab_13,Mastercard,crédito,645.84,aprovada,cli_425,Masculino,18-25,5k-10k,da Paz,mercado,Marques de Cirino,AP,3,645.84,6096.59
trx_167,2024-02-18 13:00:00,estab_30,Hipercard,crédito,1311.77,aprovada,cli_364,Feminino,36-45,<2k,Araújo - EI,farmácia,Dias de Gonçalves,MG,2,1311.77,3833.94
trx_168,2024-12-22 23:00:00,estab_1,Mastercard,débito,1436.52,aprovada,cli_260,Masculino,18-25,2k-5k,Pacheco Costela S/A,eletrodomésticos,das Neves de Lopes,MA,12,1832.94,6595.07
trx_169,2024-03-25 17:00:00,estab_47,Elo,crédito,263.48,aprovada,cli_254,Masculino,36-45,10k+,Pinto,eletrodomésticos,Alves,TO,3,1330.8700000000001,827.85
trx_170,2024-09-26 11:00:00,estab_3,Elo,crédito,721.76,aprovada,cli_45,Feminino,60+,2k-5k,Fogaça,eletrodomésticos,Azevedo do Norte,RO,9,2179.06,721.76
trx_171,2024-01-07 01:00:00,estab_0,Mastercard,débito,94.72,aprovada,cli_131,Feminino,46-60,10k+,da Cunha Santos Ltda.,vestuário,Vargas,TO,1,669.01,1400.53
trx_172,2024-07-01 20:00:00,estab_19,Visa,crédito,932.98,aprovada,cli_13,Feminino,60+,5k-10k,Novais Leão S.A.,vestuário,Porto da Serra,AM,7,932.98,4651.61
trx_173,2024-11-22 08:00:00,estab_13,Hipercard,crédito,874.2,aprovada,cli_476,Feminino,26-35,10k+,da Paz,mercado,Marques de Cirino,AP,11,874.2,6970.79
trx_174,2024-12-25 07:00:00,estab_39,Elo,crédito,310.17,aprovada,cli_266,Feminino,46-60,10k+,Nunes - EI,mercado,Garcia,RJ,12,310.17,958.04
trx_175,2024-12-06 13:00:00,estab_24,Visa,crédito,1197.86,aprovada,cli_443,Feminino,26-35,2k-5k,da Cruz Mendes - ME,restaurante,Porto de da Cunha,TO,12,1197.86,3046.99
trx_176,2024-04-19 16:00:00,estab_24,Visa,crédito,60.72,recusada,cli_21,Feminino,46-60,2k-5k,da Cruz Mendes - ME,restaurante,Porto de da Cunha,TO,4,60.72,3107.71
trx_177,2024-07-06 06:00:00,estab_2,Mastercard,crédito,1210.31,aprovada,cli_105,Feminino,26-35,<2k,Silva,farmácia,Brito,RO,7,1210.31,1911.94
trx_178,2024-12-01 16:00:00,estab_4,Mastercard,crédito,44.83,aprovada,cli_4,Feminino,26-35,10k+,das Neves,eletrodomésticos,Sampaio,RO,12,44.83,2561.89
trx_179,2024-11-08 23:00:00,estab_37,Mastercard,débito,986.96,aprovada,cli_180,Feminino,26-35,5k-10k,Aparecida,eletrodomésticos,Andrade de Pires,PB,11,1183.8400000000001,3263.63
trx_180,2024-03-17 04:00:00,estab_25,Visa,débito,122.76,aprovada,cli_395,Masculino,36-45,2k-5k,Cirino Duarte Ltda.,farmácia,Costela de Araújo,RS,3,122.76,4148.84
trx_181,2024-07-19 05:00:00,estab_39,Hipercard,débito,380.58,aprovada,cli_148,Feminino,18-25,2k-5k,Nunes - EI,mercado,Garcia,RJ,7,2222.29,1338.62
trx_182,2024-02-03 14:00:00,estab_37,Mastercard,crédito,1084.26,aprovada,cli_334,Feminino,36-45,10k+,Aparecida,eletrodomésticos,Andrade de Pires,PB,2,1084.26,4347.89
trx_183,2024-11-07 22:00:00,estab_37,Hipercard,débito,424.21,aprovada,cli_279,Feminino,46-60,5k-10k,Aparecida,eletrodomésticos,Andrade de Pires,PB,11,1289.25,4772.1
trx_184,2024-12-07 18:00:00,estab_3,Mastercard,débito,769.2,aprovada,cli_12,Feminino,46-60,10k+,Fogaça,eletrodomésticos,Azevedo do Norte,RO,12,769.2,1490.96
trx_185,2024-03-18 20:00:00,estab_6,Visa,débito,1373.3,aprovada,cli_351,Masculino,36-45,5k-10k,Duarte,farmácia,Alves,AL,3,2383.0299999999997,2770.77
trx_186,2024-11-24 06:00:00,estab_29,Hipercard,débito,79.2,aprovada,cli_25,Feminino,36-45,5k-10k,Pastor,vestuário,Melo de Gomes,PB,11,79.2,7272.55
trx_187,2024-08-25 02:00:00,estab_29,Hipercard,crédito,1217.56,aprovada,cli_39,Masculino,26-35,10k+,Pastor,vestuário,Melo de Gomes,PB,8,1217.56,8490.11
trx_188,2024-11-22 03:00:00,estab_18,Visa,crédito,102.58,aprovada,cli_281,Masculino,18-25,<2k,Rodrigues Guerra e Filhos,restaurante,Lopes,PB,11,102.58,1622.34
trx_189,2024-08-14 05:00:00,estab_38,Hipercard,crédito,194.56,recusada,cli_483,Feminino,18-25,<2k,Oliveira,restaurante,Cunha,RJ,8,194.56,336.71000000000004
trx_190,2024-05-28 12:00:00,estab_34,Visa,débito,183.38,aprovada,cli_428,Masculino,36-45,5k-10k,Cavalcante,farmácia,Azevedo,MS,5,183.38,2319.85
trx_191,2024-02-27 21:00:00,estab_39,Visa,crédito,1491.18,aprovada,cli_285,Masculino,18-25,5k-10k,Nunes - EI,mercado,Garcia,RJ,2,1491.18,2829.8
trx_192,2024-10-30 02:00:00,estab_32,Elo,débito,274.38,aprovada,cli_63,Feminino,46-60,2k-5k,Monteiro Novais - EI,vestuário,Rios,BA,10,1268.51,3545.7
trx_193,2024-02-04 08:00:00,estab_32,Mastercard,crédito,1345.66,aprovada,cli_110,Masculino,18-25,2k-5k,Monteiro Novais - EI,vestuário,Rios,BA,2,1345.66,4891.360000000001
trx_194,2024-04-04 09:00:00,estab_13,Elo,crédito,1486.44,aprovada,cli_328,Feminino,60+,<2k,da Paz,mercado,Marques de Cirino,AP,4,1486.44,8457.23
trx_195,2024-02-09 00:00:00,estab_37,Visa,débito,578.76,aprovada,cli_87,Feminino,36-45,10k+,Aparecida,eletrodomésticos,Andrade de Pires,PB,2,578.76,5350.860000000001
trx_196,2024-09-23 18:00:00,estab_9,Visa,débito,948.42,aprovada,cli_123,Masculino,60+,<2k,Machado,eletrodomésticos,da Costa,PA,9,948.42,2389.44
trx_197,2024-06-09 05:00:00,estab_27,Hipercard,crédito,1169.74,estornada,cli_421,Masculino,18-25,<2k,Fogaça Mendonça S.A.,mercado,Carvalho do Norte,DF,6,1169.74,2828.45
trx_198,2024-03-15 20:00:00,estab_13,Visa,crédito,592.0,aprovada,cli_145,Feminino,18-25,5k-10k,da Paz,mercado,Marques de Cirino,AP,3,592.0,9049.23
trx_199,2024-12-09 13:00:00,estab_35,Visa,crédito,246.91,estornada,cli_392,Feminino,26-35,5k-10k,Rodrigues,eletrodomésticos,Cavalcanti de Cunha,TO,12,246.91,2993.38
trx_200,2024-10-27 14:00:00,estab_37,Visa,débito,653.48,aprovada,cli_213,Masculino,46-60,5k-10k,Aparecida,eletrodomésticos,Andrade de Pires,PB,10,653.48,6004.34
trx_201,2024-01-31 06:00:00,estab_15,Mastercard,débito,1158.97,recusada,cli_439,Feminino,18-25,10k+,Montenegro,mercado,Ribeiro dos Dourados,PA,1,2088.4700000000003,5293.23
trx_202,2024-04-24 00:00:00,estab_20,Elo,débito,1172.24,aprovada,cli_127,Feminino,18-25,2k-5k,Lima da Cunha S/A,mercado,da Cruz,RS,4,1172.24,4829.4400000000005
trx_203,2024-03-20 17:00:00,estab_27,Elo,débito,349.66,recusada,cli_293,Feminino,36-45,2k-5k,Fogaça Mendonça S.A.,mercado,Carvalho do Norte,DF,3,349.66,3178.11
trx_204,2024-11-15 01:00:00,estab_32,Mastercard,crédito,266.57,aprovada,cli_148,Feminino,18-25,2k-5k,Monteiro Novais - EI,vestuário,Rios,BA,11,2488.86,5157.93
trx_205,2024-04-12 18:00:00,estab_5,Mastercard,débito,1381.24,aprovada,cli_326,Masculino,60+,10k+,Carvalho S.A.,mercado,Alves,AP,4,1529.41,3792.58
trx_206,2024-10-31 16:00:00,estab_40,Mastercard,débito,70.78,aprovada,cli_139,Feminino,26-35,5k-10k,Vieira,vestuário,Moraes das Pedras,PE,10,70.78,6157.27
trx_207,2024-12-07 10:00:00,estab_14,Elo,débito,1103.43,aprovada,cli_291,Masculino,60+,<2k,Moreira,vestuário,Aparecida,AL,12,1103.43,2714.6200000000003
trx_208,2024-11-25 10:00:00,estab_43,Elo,crédito,74.4,aprovada,cli_121,Masculino,60+,2k-5k,Silva S/A,mercado,Cavalcanti dos Dourados,MS,11,74.4,4577.41
trx_209,2024-07-22 04:00:00,estab_2,Visa,crédito,1257.66,aprovada,cli_10,Masculino,46-60,10k+,Silva,farmácia,Brito,RO,7,1257.66,3169.6000000000004
trx_210,2024-10-30 15:00:00,estab_42,Elo,débito,1358.6,aprovada,cli_383,Feminino,26-35,2k-5k,Vieira,vestuário,Araújo do Sul,BA,10,2765.52,2407.77
trx_211,2024-02-07 04:00:00,estab_46,Hipercard,débito,449.64,estornada,cli_450,Feminino,36-45,5k-10k,Caldeira,mercado,Pimenta dos Dourados,BA,2,2854.2200000000003,1875.96
trx_212,2024-07-13 19:00:00,estab_34,Elo,crédito,115.53,aprovada,cli_282,Masculino,46-60,5k-10k,Cavalcante,farmácia,Azevedo,MS,7,115.53,2435.38
trx_213,2024-03-21 13:00:00,estab_13,Mastercard,crédito,723.62,recusada,cli_251,Feminino,46-60,<2k,da Paz,mercado,Marques de Cirino,AP,3,723.62,9772.85
trx_214,2024-02-27 12:00:00,estab_1,Elo,débito,451.2,estornada,cli_446,Masculino,60+,5k-10k,Pacheco Costela S/A,eletrodomésticos,das Neves de Lopes,MA,2,451.2,7046.27
trx_215,2024-02-23 18:00:00,estab_28,Visa,crédito,628.62,aprovada,cli_454,Feminino,26-35,5k-10k,Lopes da Luz e Filhos,vestuário,Pacheco,AL,2,628.62,628.62
trx_216,2024-03-09 08:00:00,estab_3,Elo,débito,999.15,aprovada,cli_193,Feminino,46-60,<2k,Fogaça,eletrodomésticos,Azevedo do Norte,RO,3,999.15,2490.11
trx_217,2024-11-08 02:00:00,estab_25,Mastercard,crédito,318.69,aprovada,cli_329,Feminino,60+,<2k,Cirino Duarte Ltda.,farmácia,Costela de Araújo,RS,11,318.69,4467.53
trx_218,2024-02-20 18:00:00,estab_11,Hipercard,débito,538.64,aprovada,cli_194,Feminino,18-25,5k-10k,Cirino Cirino e Filhos,farmácia,Câmara do Campo,BA,2,1014.88,4043.9300000000003
trx_219,2024-07-28 00:00:00,estab_1,Mastercard,débito,1174.93,aprovada,cli_80,Feminino,26-35,5k-10k,Pacheco Costela S/A,eletrodomésticos,das Neves de Lopes,MA,7,2347.99,8221.2
trx_220,2024-10-13 17:00:00,estab_16,Hipercard,débito,967.42,aprovada,cli_106,Masculino,60+,10k+,Sales - EI,vestuário,Mendonça das Pedras,SE,10,967.42,3377.88
trx_221,2024-02-09 18:00:00,estab_34,Visa,débito,492.78,aprovada,cli_320,Feminino,36-45,10k+,Cavalcante,farmácia,Azevedo,MS,2,492.78,2928.16
trx_222,2024-10-30 19:00:00,estab_9,Visa,crédito,998.13,aprovada,cli_417,Masculino,60+,5k-10k,Machado,eletrodomésticos,da Costa,PA,10,998.13,3387.5699999999997
trx_223,2024-02-10 14:00:00,estab_47,Elo,crédito,1149.14,aprovada,cli_460,Masculino,46-60,10k+,Pinto,eletrodomésticos,Alves,TO,2,2054.02,1976.9900000000002
trx_224,2024-06-21 05:00:00,estab_21,Visa,débito,890.77,aprovada,cli_205,Feminino,60+,<2k,da Mata,eletrodomésticos,Carvalho de Souza,SE,6,1591.42,3440.05
trx_225,2024-08-11 18:00:00,estab_40,Visa,crédito,363.05,recusada,cli_208,Masculino,18-25,10k+,Vieira,vestuário,Moraes das Pedras,PE,8,363.05,6520.32
trx_226,2024-06-14 12:00:00,estab_42,Mastercard,débito,5.37,aprovada,cli_126,Masculino,46-60,<2k,Vieira,vestuário,Araújo do Sul,BA,6,5.37,2413.14
trx_227,2024-08-08 15:00:00,estab_20,Mastercard,crédito,1205.26,aprovada,cli_33,Feminino,46-60,2k-5k,Lima da Cunha S/A,mercado,da Cruz,RS,8,1205.26,6034.7
trx_228,2024-12-08 20:00:00,estab_14,Elo,débito,1234.84,aprovada,cli_63,Feminino,46-60,2k-5k,Moreira,vestuário,Aparecida,AL,12,2503.35,3949.46
trx_229,2024-05-05 20:00:00,estab_34,Elo,crédito,1047.92,aprovada,cli_16,Feminino,46-60,<2k,Cavalcante,farmácia,Azevedo,MS,5,1047.92,3976.08
trx_230,2024-06-17 04:00:00,estab_47,Elo,crédito,119.49,aprovada,cli_434,Feminino,60+,2k-5k,Pinto,eletrodomésticos,Alves,TO,6,119.49,2096.48
trx_231,2024-07-30 04:00:00,estab_20,Elo,crédito,879.91,aprovada,cli_248,Feminino,60+,10k+,Lima da Cunha S/A,mercado,da Cruz,RS,7,879.91,6914.61
trx_232,2024-08-06 01:00:00,estab_20,Mastercard,crédito,1232.43,aprovada,cli_104,Masculino,46-60,10k+,Lima da Cunha S/A,mercado,da Cruz,RS,8,3624.15,8147.04
trx_233,2024-01-14 05:00:00,estab_20,Elo,débito,587.55,recusada,cli_439,Feminino,18-25,10k+,Lima da Cunha S/A,mercado,da Cruz,RS,1,2676.02,8734.59
trx_234,2024-04-09 20:00:00,estab_43,Elo,débito,301.01,recusada,cli_344,Feminino,18-25,2k-5k,Silva S/A,mercado,Cavalcanti dos Dourados,MS,4,314.49,4878.42
trx_235,2024-03-31 02:00:00,estab_31,Visa,crédito,883.5,aprovada,cli_107,Masculino,36-45,5k-10k,Ferreira Ltda.,vestuário,Fogaça,PA,3,883.5,2775.2799999999997
trx_236,2024-04-24 09:00:00,estab_4,Elo,crédito,1240.33,aprovada,cli_221,Masculino,26-35,10k+,das Neves,eletrodomésticos,Sampaio,RO,4,1240.33,3802.2200000000003
trx_237,2024-03-07 07:00:00,estab_38,Hipercard,crédito,78.06,aprovada,cli_175,Feminino,46-60,<2k,Oliveira,restaurante,Cunha,RJ,3,78.06,414.77
trx_238,2024-09-14 15:00:00,estab_8,Visa,crédito,897.44,aprovada,cli_227,Feminino,46-60,2k-5k,Dias - ME,farmácia,da Rocha do Amparo,PB,9,897.44,3076.88
trx_239,2024-06-12 18:00:00,estab_17,Mastercard,débito,966.54,aprovada,cli_189,Feminino,46-60,2k-5k,Rezende - ME,eletrodomésticos,Silveira de Cavalcanti,DF,6,1378.59,4054.03
trx_240,2024-02-24 16:00:00,estab_20,Hipercard,crédito,905.54,aprovada,cli_439,Feminino,18-25,10k+,Lima da Cunha S/A,mercado,da Cruz,RS,2,3581.56,9640.13
trx_241,2024-06-28 15:00:00,estab_7,Elo,crédito,976.8,aprovada,cli_394,Feminino,36-45,10k+,Rocha - EI,farmácia,Costa,RN,6,976.8,4108.79
trx_242,2024-10-31 18:00:00,estab_43,Visa,crédito,948.91,recusada,cli_212,Feminino,60+,5k-10k,Silva S/A,mercado,Cavalcanti dos Dourados,MS,10,948.91,5827.33
trx_243,2024-04-09 07:00:00,estab_33,Elo,crédito,199.95,aprovada,cli_403,Feminino,36-45,5k-10k,Barros,restaurante,Rocha,GO,4,199.95,1754.02
trx_244,2024-05-14 23:00:00,estab_9,Visa,crédito,356.23,aprovada,cli_220,Masculino,26-35,<2k,Machado,eletrodomésticos,da Costa,PA,5,356.23,3743.8
trx_245,2024-03-30 03:00:00,estab_40,Elo,crédito,930.4,aprovada,cli_323,Feminino,46-60,10k+,Vieira,vestuário,Moraes das Pedras,PE,3,930.4,7450.72
trx_246,2024-03-12 00:00:00,estab_23,Hipercard,crédito,31.45,aprovada,cli_161,Masculino,46-60,2k-5k,Souza,restaurante,da Cruz,AM,3,31.45,3273.15
trx_247,2024-10-15 12:00:00,estab_39,Mastercard,crédito,953.94,recusada,cli_297,Masculino,60+,2k-5k,Nunes - EI,mercado,Garcia,RJ,10,953.94,3783.7400000000002
trx_248,2024-01-16 02:00:00,estab_23,Hipercard,débito,999.75,recusada,cli_424,Masculino,26-35,5k-10k,Souza,restaurante,da Cruz,AM,1,1990.81,4272.9
trx_249,2024-04-18 12:00:00,estab_31,Hipercard,crédito,362.57,aprovada,cli_248,Feminino,60+,10k+,Ferreira Ltda.,vestuário,Fogaça,PA,4,1242.48,3137.85
trx_250,2024-06-27 14:00:00,estab_32,Mastercard,crédito,899.21,aprovada,cli_189,Feminino,46-60,2k-5k,Monteiro Novais - EI,vestuário,Rios,BA,6,2277.8,6057.14
trx_251,2024-06-04 18:00:00,estab_37,Visa,crédito,803.46,aprovada,cli_400,Feminino,46-60,10k+,Aparecida,eletrodomésticos,Andrade de Pires,PB,6,803.46,6807.8
trx_252,2024-04-12 21:00:00,estab_43,Visa,crédito,394.73,aprovada,cli_11,Feminino,46-60,5k-10k,Silva S/A,mercado,Cavalcanti dos Dourados,MS,4,1166.88,6222.0599999999995
trx_253,2024-07-18 19:00:00,estab_48,Mastercard,débito,697.15,estornada,cli_67,Feminino,26-35,10k+,Santos,mercado,Sousa,AP,7,697.15,4155.99
trx_254,2024-09-13 06:00:00,estab_33,Elo,crédito,1364.89,aprovada,cli_40,Feminino,18-25,<2k,Barros,restaurante,Rocha,GO,9,3059.44,3118.91
trx_255,2024-01-24 04:00:00,estab_10,Visa,débito,642.77,aprovada,cli_397,Masculino,36-45,5k-10k,da Luz,vestuário,Teixeira,TO,1,642.77,5511.4400000000005
trx_256,2024-04-27 00:00:00,estab_30,Hipercard,débito,946.62,aprovada,cli_259,Masculino,18-25,5k-10k,Araújo - EI,farmácia,Dias de Gonçalves,MG,4,2626.77,4780.56
trx_257,2024-08-02 14:00:00,estab_17,Mastercard,débito,57.85,aprovada,cli_125,Masculino,60+,2k-5k,Rezende - ME,eletrodomésticos,Silveira de Cavalcanti,DF,8,57.85,4111.88
trx_258,2024-11-11 01:00:00,estab_22,Hipercard,débito,121.31,aprovada,cli_225,Masculino,60+,10k+,Macedo da Cunha - EI,vestuário,Moraes,RR,11,121.31,3608.24
trx_259,2024-04-23 07:00:00,estab_21,Visa,crédito,126.56,aprovada,cli_209,Masculino,46-60,<2k,da Mata,eletrodomésticos,Carvalho de Souza,SE,4,126.56,3566.61
trx_260,2024-09-28 02:00:00,estab_42,Mastercard,débito,1168.47,aprovada,cli_332,Feminino,26-35,2k-5k,Vieira,vestuário,Araújo do Sul,BA,9,2386.86,3581.6099999999997
trx_261,2024-06-04 21:00:00,estab_17,Mastercard,débito,528.63,aprovada,cli_329,Feminino,60+,<2k,Rezende - ME,eletrodomésticos,Silveira de Cavalcanti,DF,6,847.3199999999999,4640.51
trx_262,2024-06-15 14:00:00,estab_39,Visa,crédito,345.28,aprovada,cli_397,Masculino,36-45,5k-10k,Nunes - EI,mercado,Garcia,RJ,6,988.05,4129.02
trx_263,2024-04-10 03:00:00,estab_46,Visa,débito,1122.25,recusada,cli_264,Feminino,18-25,<2k,Caldeira,mercado,Pimenta dos Dourados,BA,4,2000.29,2998.21
trx_264,2024-01-13 06:00:00,estab_40,Mastercard,débito,259.09,aprovada,cli_170,Masculino,46-60,5k-10k,Vieira,vestuário,Moraes das Pedras,PE,1,1244.7,7709.81
trx_265,2024-08-10 15:00:00,estab_46,Elo,débito,373.51,aprovada,cli_403,Feminino,36-45,5k-10k,Caldeira,mercado,Pimenta dos Dourados,BA,8,573.46,3371.7200000000003
trx_266,2024-02-17 08:00:00,estab_38,Mastercard,débito,649.24,aprovada,cli_0,Feminino,26-35,5k-10k,Oliveira,restaurante,Cunha,RJ,2,1232.35,1064.01
trx_267,2024-03-27 00:00:00,estab_19,Elo,crédito,500.5,estornada,cli_363,Masculino,36-45,2k-5k,Novais Leão S.A.,vestuário,Porto da Serra,AM,3,500.5,5152.11
trx_268,2024-10-19 01:00:00,estab_12,Hipercard,débito,880.16,aprovada,cli_348,Masculino,26-35,<2k,da Rosa,eletrodomésticos,das Neves,MS,10,880.16,5495.0
trx_269,2024-07-08 07:00:00,estab_44,Elo,crédito,510.07,aprovada,cli_208,Masculino,18-25,10k+,Casa Grande Garcia - ME,mercado,Cavalcante,MA,7,873.12,1258.09
trx_270,2024-02-11 23:00:00,estab_0,Elo,crédito,592.46,aprovada,cli_240,Masculino,18-25,<2k,da Cunha Santos Ltda.,vestuário,Vargas,TO,2,592.46,1992.99
trx_271,2024-08-14 21:00:00,estab_3,Visa,crédito,1295.02,aprovada,cli_71,Masculino,46-60,5k-10k,Fogaça,eletrodomésticos,Azevedo do Norte,RO,8,1295.02,3785.13
trx_272,2024-08-11 00:00:00,estab_23,Mastercard,débito,1327.37,aprovada,cli_272,Masculino,46-60,2k-5k,Souza,restaurante,da Cruz,AM,8,1327.37,5600.2699999999995
trx_273,2024-02-29 19:00:00,estab_35,Hipercard,débito,1242.43,aprovada,cli_468,Feminino,60+,10k+,Rodrigues,eletrodomésticos,Cavalcanti de Cunha,TO,2,1242.43,4235.8099999999995
trx_274,2024-01-24 19:00:00,estab_35,Mastercard,crédito,1297.92,recusada,cli_88,Masculino,46-60,10k+,Rodrigues,eletrodomésticos,Cavalcanti de Cunha,TO,1,1297.92,5533.73
trx_275,2024-04-09 06:00:00,estab_44,Elo,crédito,856.74,aprovada,cli_19,Feminino,60+,2k-5k,Casa Grande Garcia - ME,mercado,Cavalcante,MA,4,856.74,2114.83
trx_276,2024-07-30 20:00:00,estab_1,Elo,crédito,971.12,aprovada,cli_314,Masculino,36-45,5k-10k,Pacheco Costela S/A,eletrodomésticos,das Neves de Lopes,MA,7,1112.22,9192.32
trx_277,2024-01-12 13:00:00,estab_27,Elo,crédito,837.97,aprovada,cli_472,Masculino,26-35,2k-5k,Fogaça Mendonça S.A.,mercado,Carvalho do Norte,DF,1,837.97,4016.08
trx_278,2024-10-21 03:00:00,estab_25,Mastercard,crédito,1179.45,aprovada,cli_468,Feminino,60+,10k+,Cirino Duarte Ltda.,farmácia,Costela de Araújo,RS,10,2421.88,5646.98
trx_279,2024-03-19 15:00:00,estab_22,Elo,crédito,828.75,aprovada,cli_140,Masculino,18-25,5k-10k,Macedo da Cunha - EI,vestuário,Moraes,RR,3,828.75,4436.99
trx_280,2024-02-22 17:00:00,estab_14,Mastercard,débito,171.06,aprovada,cli_376,Feminino,46-60,5k-10k,Moreira,vestuário,Aparecida,AL,2,476.77,4120.52
trx_281,2024-11-08 03:00:00,estab_35,Hipercard,débito,1215.32,aprovada,cli_332,Feminino,26-35,2k-5k,Rodrigues,eletrodomésticos,Cavalcanti de Cunha,TO,11,3602.1800000000003,6749.05
trx_282,2024-02-13 08:00:00,estab_26,Hipercard,débito,1142.07,estornada,cli_174,Masculino,60+,2k-5k,Oliveira,farmácia,Vasconcelos do Campo,AP,2,2312.6,3616.89
trx_283,2024-12-02 09:00:00,estab_5,Mastercard,crédito,1231.35,aprovada,cli_49,Feminino,26-35,2k-5k,Carvalho S.A.,mercado,Alves,AP,12,1231.35,5023.93
